latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover,inside_us
46.25,-91.75,0.4655,0.423,0.0,0.016,1.0,True
46.25,-91.25,0.8925000000000001,0.9565,0.8,0.657,1.0,True
46.25,-90.75,0.6545,0.7204999999999999,0.6000000000000001,0.177,1.0,True
46.25,-90.25,0.80325,0.8425,1.0,0.528,1.0,True
46.25,-89.75,0.9635,1.0,1.0,0.854,1.0,True
46.25,-89.25,0.9055,0.988,1.0,0.646,1.0,True
46.25,-88.75,0.9075,0.988,1.0,0.654,1.0,True
46.25,-88.25,0.81025,0.9824999999999999,1.0,0.276,1.0,True
46.25,-87.75,0.70675,0.886,1.0,0.055,1.0,True
46.25,-87.25,0.76875,0.9470000000000001,1.0,0.181,1.0,True
46.25,-86.75,0.877,1.0,1.0,0.508,1.0,True
46.25,-86.25,0.7875,1.0,1.0,0.15,1.0,True
