latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover,inside_us
47.25,-107.75,0.6055454545454545,0.941,1.0,0.0,1.0,True
47.25,-107.25,0.7419090909090909,0.992,1.0,0.0,1.0,True
47.25,-106.75,0.7050909090909091,0.988,1.0,0.0,1.0,True
47.25,-106.25,0.7208181818181818,0.929,1.0,0.0,1.0,True
47.25,-105.75,0.8181818181818182,1.0,1.0,0.0,1.0,True
47.25,-105.25,0.7232727272727272,1.0,1.0,0.0,1.0,True
47.25,-104.75,0.6846363636363636,0.976,1.0,0.0,1.0,True
47.25,-104.25,0.5949090909090908,0.843,0.0,0.0,1.0,True
47.25,-103.75,0.6065454545454546,0.85,1.0,0.0,1.0,True
47.25,-103.25,0.715,0.988,1.0,0.0,1.0,True
47.25,-102.75,0.5437272727272727,0.807,0.0,0.0,1.0,True
47.25,-102.25,0.6821818181818181,0.843,1.0,0.0,1.0,True
47.25,-101.75,0.5519090909090909,0.642,0.0,0.0,1.0,True
47.25,-101.25,0.5759090909090909,0.866,0.0,0.0,1.0,True
47.25,-100.75,0.5064545454545454,0.508,0.0,0.004,1.0,True
47.25,-100.25,0.6156363636363636,0.728,1.0,0.008,1.0,True
47.25,-99.75,0.6428181818181818,0.705,0.6000000000000001,0.0,1.0,True
47.25,-99.25,0.6793636363636363,0.787,1.0,0.0,1.0,True
47.25,-98.75,0.7086363636363635,1.0,1.0,0.0,1.0,True
47.25,-98.25,0.6718181818181819,0.882,1.0,0.0,1.0,True
47.25,-97.75,0.6467272727272728,1.0,1.0,0.0,1.0,True
47.25,-97.25,0.7276363636363636,1.0,1.0,0.059,1.0,True
47.25,-96.75,0.8787272727272728,1.0,1.0,0.028,1.0,True
47.25,-96.25,0.8092727272727274,1.0,1.0,0.0,1.0,True
47.25,-95.75,0.7995454545454546,1.0,1.0,0.008,1.0,True
47.25,-95.25,0.870090909090909,1.0,1.0,0.0,1.0,True
47.25,-94.75,0.7773636363636364,0.98,1.0,0.0,1.0,True
47.25,-94.25,0.769909090909091,0.961,1.0,0.102,1.0,True
47.25,-93.75,0.7405454545454546,0.961,1.0,0.083,1.0,True
47.25,-93.25,0.7434545454545455,0.961,1.0,0.0,1.0,True
47.25,-92.75,0.7244545454545455,1.0,1.0,0.0,1.0,True
47.25,-92.25,0.7336363636363636,1.0,1.0,0.102,1.0,True
47.25,-91.75,0.9823636363636363,1.0,1.0,0.921,1.0,True
47.25,-88.25,0.6842727272727273,0.783,1.0,0.224,1.0,True
47.25,-69.25,0.9845454545454545,1.0,1.0,0.858,1.0,True
47.25,-68.25,0.904818181818182,1.0,1.0,0.323,1.0,True
46.75,-123.75,0.7834545454545455,1.0,1.0,0.0,1.0,True
46.75,-123.25,0.8793636363636366,1.0,1.0,0.098,1.0,True
46.75,-122.75,0.880909090909091,1.0,1.0,0.28,1.0,True
46.75,-122.25,0.9005454545454544,1.0,1.0,0.091,1.0,True
46.75,-121.75,0.8493636363636363,0.996,1.0,0.024,1.0,True
46.75,-121.25,0.9038181818181819,0.992,0.8,0.24,1.0,True
46.75,-120.75,0.6488181818181817,0.63,0.6000000000000001,0.189,1.0,True
46.75,-120.25,0.7837272727272727,1.0,1.0,0.0,1.0,True
46.75,-119.75,0.695,0.661,1.0,0.0,1.0,True
46.75,-119.25,0.6221818181818182,0.717,1.0,0.0,1.0,True
46.75,-118.75,0.759090909090909,0.937,1.0,0.0,1.0,True
46.75,-118.25,0.7841818181818181,0.976,1.0,0.024,1.0,True
46.75,-117.75,0.8095454545454545,0.953,1.0,0.0,1.0,True
46.75,-117.25,0.716909090909091,0.984,1.0,0.051,1.0,True
46.75,-116.75,0.6725454545454546,0.972,1.0,0.0,1.0,True
46.75,-116.25,0.8639090909090907,0.988,0.8,0.248,1.0,True
46.75,-115.75,0.854,1.0,1.0,0.543,1.0,True
46.75,-115.25,0.900090909090909,1.0,1.0,0.157,1.0,True
46.75,-114.75,0.8958181818181817,1.0,1.0,0.539,1.0,True
46.75,-114.25,0.9037272727272726,0.961,1.0,0.575,1.0,True
46.75,-113.75,0.8435454545454545,0.992,1.0,0.433,1.0,True
46.75,-113.25,0.7912727272727273,0.874,1.0,0.323,1.0,True
46.75,-112.75,0.9122727272727272,1.0,1.0,0.618,1.0,True
46.75,-112.25,0.8708181818181818,1.0,1.0,0.28,1.0,True
46.75,-111.75,0.8206363636363637,0.984,1.0,0.059,1.0,True
46.75,-111.25,0.8797272727272727,1.0,1.0,0.004,1.0,True
46.75,-110.75,0.968181818181818,1.0,1.0,0.689,1.0,True
46.75,-110.25,0.8911818181818183,1.0,1.0,0.173,1.0,True
46.75,-109.75,0.8693636363636362,1.0,1.0,0.0,1.0,True
46.75,-109.25,0.8461818181818181,1.0,1.0,0.11,1.0,True
46.75,-108.75,0.7820909090909091,0.976,1.0,0.0,1.0,True
46.75,-108.25,0.7670000000000001,1.0,1.0,0.0,1.0,True
46.75,-107.75,0.8052727272727274,1.0,1.0,0.0,1.0,True
46.75,-107.25,0.863,1.0,1.0,0.0,1.0,True
46.75,-106.75,0.8758181818181818,1.0,1.0,0.0,1.0,True
46.75,-106.25,0.6560909090909092,0.949,1.0,0.0,1.0,True
46.75,-105.75,0.628909090909091,0.89,1.0,0.0,1.0,True
46.75,-105.25,0.7419090909090911,1.0,1.0,0.0,1.0,True
46.75,-104.75,0.6910909090909091,0.925,1.0,0.0,1.0,True
46.75,-104.25,0.7448181818181818,0.937,0.8,0.0,1.0,True
46.75,-103.75,0.7298181818181818,0.961,1.0,0.0,1.0,True
46.75,-103.25,0.7874545454545455,1.0,1.0,0.0,1.0,True
46.75,-102.75,0.5519090909090909,0.614,1.0,0.0,1.0,True
46.75,-102.25,0.6718181818181819,0.984,1.0,0.0,1.0,True
46.75,-101.75,0.6658181818181818,0.795,1.0,0.0,1.0,True
46.75,-101.25,0.6441818181818182,0.756,0.6000000000000001,0.0,1.0,True
46.75,-100.75,0.5990909090909091,0.791,1.0,0.0,1.0,True
46.75,-100.25,0.5242727272727273,0.496,0.0,0.0,1.0,True
46.75,-99.75,0.6208181818181818,0.673,1.0,0.0,1.0,True
46.75,-99.25,0.6321818181818182,0.776,1.0,0.0,1.0,True
46.75,-98.75,0.65,0.701,0.2,0.0,1.0,True
46.75,-98.25,0.6603636363636363,0.949,1.0,0.0,1.0,True
46.75,-97.75,0.6850909090909091,0.972,1.0,0.079,1.0,True
46.75,-97.25,0.6708181818181819,0.701,1.0,0.079,1.0,True
46.75,-96.75,0.7881818181818182,0.996,1.0,0.272,1.0,True
46.75,-96.25,0.8016363636363636,1.0,1.0,0.0,1.0,True
46.75,-95.75,0.9076363636363637,1.0,1.0,0.35,1.0,True
46.75,-95.25,0.7560000000000001,0.843,1.0,0.0,1.0,True
46.75,-94.75,0.8304545454545454,0.906,1.0,0.5,1.0,True
46.75,-94.25,0.8815454545454545,1.0,1.0,0.075,1.0,True
46.75,-93.75,0.7533636363636362,0.988,1.0,0.0,1.0,True
46.75,-93.25,0.7129090909090909,1.0,1.0,0.0,1.0,True
46.75,-92.75,0.6484545454545455,1.0,1.0,0.0,1.0,True
46.75,-92.25,0.8096363636363635,1.0,1.0,0.122,1.0,True
46.75,-91.25,0.7294545454545456,1.0,1.0,0.055,1.0,True
46.75,-89.75,0.6579090909090909,0.724,1.0,0.02,1.0,True
46.75,-89.25,0.7250909090909091,0.89,1.0,0.0,1.0,True
46.75,-88.75,0.8698181818181818,1.0,1.0,0.354,1.0,True
46.75,-88.25,0.6727272727272727,0.803,1.0,0.031,1.0,True
46.75,-87.75,0.740909090909091,0.953,1.0,0.035,1.0,True
46.75,-85.25,0.6052727272727273,0.776,1.0,0.0,1.0,True
46.75,-69.75,0.9438181818181818,1.0,1.0,0.701,1.0,True
46.75,-69.25,0.9401818181818182,1.0,1.0,0.669,1.0,True
46.75,-68.75,0.9760000000000001,1.0,1.0,0.843,1.0,True
46.75,-68.25,0.9678181818181819,1.0,1.0,0.764,1.0,True
46.25,-123.25,0.8196363636363636,1.0,1.0,0.008,1.0,True
46.25,-122.75,0.8438181818181818,1.0,1.0,0.047,1.0,True
46.25,-122.25,0.9122727272727271,1.0,1.0,0.083,1.0,True
46.25,-121.75,0.9011818181818181,1.0,1.0,0.059,1.0,True
46.25,-121.25,0.8303636363636364,1.0,1.0,0.114,1.0,True
46.25,-120.75,0.7534545454545455,1.0,1.0,0.0,1.0,True
46.25,-120.25,0.7899090909090909,0.969,1.0,0.0,1.0,True
46.25,-119.75,0.7748181818181817,0.937,0.8,0.0,1.0,True
46.25,-119.25,0.7351818181818182,0.972,1.0,0.0,1.0,True
46.25,-118.75,0.7186363636363636,0.87,0.8,0.024,1.0,True
46.25,-118.25,0.8142727272727274,1.0,1.0,0.0,1.0,True
46.25,-117.75,0.8181818181818182,1.0,1.0,0.0,1.0,True
46.25,-117.25,0.6868181818181818,0.917,0.8,0.0,1.0,True
46.25,-116.75,0.6882727272727273,0.965,1.0,0.0,1.0,True
46.25,-116.25,0.7595454545454544,1.0,1.0,0.008,1.0,True
46.25,-115.75,0.8328181818181818,1.0,1.0,0.299,1.0,True
46.25,-115.25,0.9109090909090909,1.0,1.0,0.421,1.0,True
46.25,-114.75,0.9398181818181818,1.0,1.0,0.421,1.0,True
46.25,-114.25,0.9136363636363637,0.949,0.8,0.496,1.0,True
46.25,-113.75,0.9724545454545453,1.0,1.0,0.819,1.0,True
46.25,-113.25,0.9277272727272727,1.0,1.0,0.386,1.0,True
46.25,-112.75,0.9874545454545455,1.0,1.0,0.949,1.0,True
46.25,-112.25,0.9902727272727272,1.0,1.0,0.921,1.0,True
