,lat,lon,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
0,51.75,-129.75,0.7563333333333334,0.9055,1.0,0.0,1.0
1,51.75,-129.0686274509804,0.7270416666666667,0.898,1.0,0.039,1.0
2,51.75,-128.38725490196077,0.7815833333333334,0.98,1.0,0.0,1.0
3,51.75,-127.70588235294117,0.7332083333333334,0.943,1.0,0.0,1.0
4,51.75,-127.02450980392157,0.6517499999999999,0.75,1.0,0.0,1.0
5,51.75,-126.34313725490196,0.71075,0.8955,1.0,0.004,1.0
6,51.75,-125.66176470588235,0.7418333333333335,0.9784999999999999,1.0,0.106,1.0
7,51.75,-124.98039215686275,0.840375,0.9604999999999999,1.0,0.417,1.0
8,51.75,-124.29901960784314,0.7557499999999999,0.9505,1.0,0.256,1.0
9,51.75,-123.61764705882354,0.7675833333333334,0.9095,1.0,0.0,1.0
10,51.75,-122.93627450980392,0.7423333333333334,0.831,1.0,0.031,1.0
11,51.75,-122.25490196078431,0.6975833333333332,0.8585,1.0,0.0,1.0
12,51.75,-121.57352941176471,0.683875,0.8665,1.0,0.0,1.0
13,51.75,-120.8921568627451,0.672875,0.7909999999999999,1.0,0.0,1.0
14,51.75,-120.2107843137255,0.6567500000000001,0.9035,1.0,0.0,1.0
15,51.75,-119.52941176470588,0.7284583333333333,0.9625,1.0,0.012,1.0
16,51.75,-118.84803921568627,0.7068749999999998,1.0,1.0,0.0,1.0
17,51.75,-118.16666666666667,0.6389999999999999,0.9430000000000001,1.0,0.0,1.0
18,51.75,-117.48529411764706,0.7043333333333334,0.99,1.0,0.0,1.0
19,51.75,-116.80392156862744,0.7189583333333333,0.955,1.0,0.0,1.0
20,51.75,-116.12254901960785,0.6975416666666666,0.9235,1.0,0.0,1.0
21,51.75,-115.44117647058823,0.7595000000000001,0.9704999999999999,1.0,0.024,1.0
22,51.75,-114.75980392156863,0.7852083333333333,0.99,1.0,0.035,1.0
23,51.75,-114.07843137254902,0.7431666666666666,0.8565,1.0,0.0,1.0
24,51.75,-113.39705882352942,0.7064583333333333,0.951,1.0,0.0,1.0
25,51.75,-112.7156862745098,0.70175,0.8525,1.0,0.047,1.0
26,51.75,-112.0343137254902,0.7779999999999999,0.972,1.0,0.0,1.0
27,51.75,-111.35294117647058,0.7892083333333333,1.0,1.0,0.0,1.0
28,51.75,-110.67156862745098,0.7237499999999999,0.9724999999999999,1.0,0.0,1.0
29,51.75,-109.99019607843137,0.7492916666666667,0.998,1.0,0.0,1.0
30,51.75,-109.30882352941177,0.622375,0.768,1.0,0.0,1.0
31,51.75,-108.62745098039215,0.7015833333333333,1.0,1.0,0.0,1.0
32,51.75,-107.94607843137254,0.6357083333333333,0.801,1.0,0.0,1.0
33,51.75,-107.26470588235294,0.6109166666666667,0.9490000000000001,1.0,0.0,1.0
34,51.75,-106.58333333333333,0.6007916666666667,0.7344999999999999,1.0,0.0,1.0
35,51.75,-105.90196078431373,0.583875,0.831,1.0,0.0,1.0
36,51.75,-105.22058823529412,0.5833333333333334,0.994,1.0,0.0,1.0
37,51.75,-104.5392156862745,0.540625,0.8265,1.0,0.0,1.0
38,51.75,-103.8578431372549,0.5270833333333333,0.571,1.0,0.0,1.0
39,51.75,-103.17647058823529,0.5428333333333334,0.8465,1.0,0.0,1.0
40,51.75,-102.49509803921569,0.5699166666666667,0.7030000000000001,1.0,0.0,1.0
41,51.75,-101.81372549019608,0.605125,0.677,1.0,0.0,1.0
42,51.75,-101.13235294117646,0.5835416666666667,0.7145,1.0,0.0,1.0
43,51.75,-100.45098039215686,0.537125,0.6815,1.0,0.0,1.0
44,51.75,-99.76960784313725,0.6063333333333333,0.9664999999999999,1.0,0.0,1.0
45,51.75,-99.08823529411765,0.6340833333333333,0.9625,1.0,0.0,1.0
46,51.75,-98.40686274509804,0.6704583333333334,0.9505,1.0,0.0,1.0
47,51.75,-97.72549019607843,0.6530416666666666,0.9684999999999999,1.0,0.0,1.0
48,51.75,-97.04411764705883,0.6491666666666667,0.9764999999999999,1.0,0.0,1.0
49,51.75,-96.36274509803921,0.6675,0.953,1.0,0.0,1.0
50,51.75,-95.68137254901961,0.6630833333333334,0.8035,1.0,0.0,1.0
51,51.75,-95.0,0.6504166666666666,0.876,1.0,0.0,1.0
52,51.75,-94.31862745098039,0.5790833333333334,0.6615,1.0,0.0,1.0
53,51.75,-93.63725490196077,0.5677083333333334,0.736,0.0,0.0,1.0
54,51.75,-92.95588235294117,0.5735833333333332,0.6695,0.0,0.0,1.0
55,51.75,-92.27450980392157,0.5610416666666667,0.7125,0.0,0.0,1.0
56,51.75,-91.59313725490196,0.47979166666666667,0.5,0.0,0.0,1.0
57,51.75,-90.91176470588235,0.5031249999999999,0.5275000000000001,0.0,0.0,1.0
58,51.75,-90.23039215686273,0.5272083333333334,0.8305,0.0,0.0,1.0
59,51.75,-89.54901960784314,0.5716249999999999,0.8955,0.0,0.0,1.0
60,51.75,-88.86764705882354,0.49266666666666675,0.449,0.0,0.0,1.0
61,51.75,-88.18627450980392,0.5716666666666667,0.5155,0.2,0.0,1.0
62,51.75,-87.50490196078431,0.46779166666666666,0.39349999999999996,0.0,0.0,1.0
63,51.75,-86.8235294117647,0.5854166666666667,0.6495,1.0,0.0,1.0
64,51.75,-86.1421568627451,0.5633333333333334,0.518,1.0,0.0,1.0
65,51.75,-85.4607843137255,0.6019166666666667,0.8109999999999999,1.0,0.0,1.0
66,51.75,-84.77941176470588,0.5941666666666666,0.7935,1.0,0.0,1.0
67,51.75,-84.09803921568627,0.6164583333333333,0.7025,1.0,0.0,1.0
68,51.75,-83.41666666666666,0.6946666666666667,0.9565,1.0,0.0,1.0
69,51.75,-82.73529411764706,0.6155416666666667,0.7184999999999999,1.0,0.0,1.0
70,51.75,-82.05392156862746,0.615125,0.602,1.0,0.0,1.0
71,51.75,-81.37254901960785,0.6614583333333333,0.7969999999999999,1.0,0.0,1.0
